id,loan_amount,loan_days,age,monthly_income,dti,score_raw,rating,recommendation,fraud_score,fraud_risk,binary_decision,ml_probability,target,cluster
295,3500,30,46.8,17500,0.22857142857142856,442,B,Conditionally approve,0,Clean,1,0.7727830428132362,1,0
296,3500,30,23.4,9500,0.21052631578947367,416,C,Requires manual review,0,Clean,1,0.7563608994617229,1,0
297,1500,30,43.8,12000,0.4166666666666667,405,C,Requires manual review,0,Clean,1,0.7244391478307437,0,0
298,1500,11,37.6,10200,0.22794117647058823,412,C,Requires manual review,0,Clean,1,0.7877500154167739,1,0
299,1550,8,23.0,6000,0.36666666666666664,383,C,Requires manual review,0,Clean,1,0.7627647856613646,1,0
300,2000,10,29.3,9000,0.3888888888888889,375,C,Requires manual review,0,Clean,1,0.7763521306510431,1,0
301,1350,14,33.5,16000,0.5,415,C,Requires manual review,0,Clean,1,0.7665497975515277,1,0
302,1000,5,41.7,7500,0.7333333333333333,380,C,Requires manual review,0,Clean,1,0.6941960915744753,0,0
303,1000,21,38.1,14000,0.5,435,B,Conditionally approve,0,Clean,1,0.7525188714795601,1,0
304,1800,29,30.6,10000,0.9,384,C,Requires manual review,0,Clean,1,0.7652528944672053,0,0
305,3700,30,35.4,40000,0.7,380,C,Requires manual review,2,Low,1,0.6845213534747662,1,0
306,500,30,25.5,15000,0.17333333333333334,429,C,Requires manual review,0,Clean,1,0.7545507145195344,1,0
307,900,8,34.3,6000,0.16666666666666666,425,C,Requires manual review,0,Clean,1,0.7715176613918511,1,0
308,5000,22,25.3,10000,1.2,362,D,Reject,2,Low,1,0.6916692095673821,1,0
309,1000,15,26.1,7700,0.7142857142857143,392,C,Requires manual review,0,Clean,1,0.7278243742174074,0,0
310,2500,28,34.3,10000,0.4,432,B,Conditionally approve,0,Clean,1,0.6701437373278403,0,0
311,1000,30,24.6,9000,0.9444444444444444,361,D,Reject,0,Clean,1,0.7713869152991591,1,0
312,1000,28,37.2,9000,0.5555555555555556,421,C,Requires manual review,0,Clean,1,0.7785065284257426,1,0
313,500,30,26.4,9600,0.46875,398,C,Requires manual review,0,Clean,1,0.771043287078703,0,0
314,2400,5,45.6,6000,0.16666666666666666,434,B,Conditionally approve,0,Clean,1,0.7545828044161698,1,0
315,900,20,27.0,10000,0.4,420,C,Requires manual review,0,Clean,1,0.7538434503699901,1,0
316,1550,30,38.5,14000,0.2857142857142857,438,B,Conditionally approve,0,Clean,1,0.7545251838823951,1,0
317,1000,5,27.9,7500,0.6533333333333333,394,C,Requires manual review,0,Clean,1,0.7723504512243503,0,0
318,4500,30,29.5,12000,0.125,436,B,Conditionally approve,0,Clean,1,0.7697774235893793,0,0
319,3500,11,34.8,10000,0.6,424,C,Requires manual review,0,Clean,1,0.7629508575224546,1,0
320,1500,29,33.1,10000,0.35,380,C,Requires manual review,1,Low,1,0.7752309865732101,0,0
321,1000,30,21.0,7000,0.5,350,D,Reject,0,Clean,1,0.7597588902928674,1,0
322,1500,10,21.7,6000,0.7166666666666667,342,D,Reject,0,Clean,1,0.7815225026654843,1,0
323,400,18,32.9,9000,0.5555555555555556,427,C,Requires manual review,0,Clean,1,0.6793665780342627,1,0
324,1000,15,40.4,30000,0.6166666666666667,380,C,Requires manual review,2,Low,1,0.635496417642173,0,0
325,5000,8,47.2,11500,0.30434782608695654,430,C,Conditionally approve,0,Clean,1,0.7545217608227279,1,0
326,500,30,25.0,18000,0.4444444444444444,397,C,Requires manual review,0,Clean,1,0.7545045848306232,1,0
327,1500,30,30.6,5000,1.0,400,C,Requires manual review,0,Clean,1,0.7887579461694673,1,0
328,2000,27,25.6,11000,1.0909090909090908,362,D,Reject,2,Low,1,0.7545384575361578,1,0
329,1000,15,30.3,9100,0.6153846153846154,379,C,Requires manual review,2,Low,1,0.754551674238314,1,0
330,2000,14,22.3,12500,0.56,384,C,Requires manual review,0,Clean,1,0.6703558714780231,0,0
331,1000,30,20.5,12000,0.3333333333333333,397,C,Requires manual review,0,Clean,1,0.6277699721523939,0,0
332,1500,10,41.2,12000,0.3333333333333333,431,B,Conditionally approve,0,Clean,1,0.7545082997045186,1,0
333,1000,30,37.2,10000,0.45,444,B,Conditionally approve,0,Clean,1,0.7527262444092415,1,0
334,2000,30,23.6,8500,0.5882352941176471,397,C,Requires manual review,0,Clean,1,0.7616341079315821,0,0
335,1800,14,37.3,10000,0.25,436,B,Conditionally approve,0,Clean,1,0.7732863714892217,1,0
336,1350,30,26.4,6000,0.3333333333333333,406,C,Requires manual review,0,Clean,1,0.7458644861093203,1,0
337,3000,30,25.7,12500,0.408,407,C,Requires manual review,0,Clean,1,0.7774006704941326,1,0
338,2000,30,23.8,8000,0.5,391,C,Requires manual review,0,Clean,1,0.7545044701892836,1,0
339,2500,30,35.0,5500,0.3090909090909091,380,C,Requires manual review,1,Low,1,0.7681880365798874,1,0
340,1000,17,22.7,12000,0.5,375,C,Requires manual review,0,Clean,1,0.7701641104931743,1,0
341,2500,16,53.2,12000,0.625,445,B,Conditionally approve,0,Clean,1,0.760100626530854,1,0
342,3000,20,44.2,25000,0.4,404,C,Requires manual review,0,Clean,1,0.7364922233069688,1,0
343,1100,15,24.1,13000,1.4615384615384615,350,D,Reject,0,Clean,1,0.7616598866630053,1,0
344,600,30,34.3,9000,0.34444444444444444,422,C,Requires manual review,0,Clean,1,0.7849092745127029,1,0
345,700,30,25.3,8000,0.25,414,C,Requires manual review,0,Clean,1,0.7702920593115019,1,0
346,1500,9,39.4,13000,0.6923076923076923,405,C,Requires manual review,0,Clean,1,0.7544602179107551,1,0
347,800,30,23.8,7300,0.5753424657534246,375,C,Requires manual review,0,Clean,1,0.7572415571314606,1,0
348,1000,30,26.0,11000,0.2545454545454545,405,C,Requires manual review,0,Clean,1,0.7718423145135104,0,0
349,500,14,41.8,11000,0.4709090909090909,404,C,Requires manual review,0,Clean,1,0.7895803636288039,1,0
350,4000,30,22.0,9760,0.20491803278688525,408,C,Requires manual review,0,Clean,1,0.7547637004105604,1,0
351,900,30,36.0,6000,0.75,372,C,Requires manual review,0,Clean,1,0.7833555781189966,1,0
352,1550,30,29.1,11000,0.4727272727272727,408,C,Requires manual review,0,Clean,1,0.7713278894583544,1,0
353,3000,30,43.0,16000,0.5,417,C,Requires manual review,0,Clean,1,0.7420751956879801,1,0
354,800,6,38.2,9000,1.0,382,C,Requires manual review,0,Clean,1,0.7483179342811684,1,0
355,2500,30,26.1,11000,0.5454545454545454,404,C,Requires manual review,0,Clean,1,0.7544863359646534,1,0
356,1000,30,29.1,8700,0.11494252873563218,422,C,Requires manual review,0,Clean,1,0.754479159191181,1,0
357,3500,30,60.3,10000,0.8,397,C,Requires manual review,0,Clean,1,0.7667815380180091,1,0
358,1000,30,21.4,8000,0.5625,367,D,Reject,1,Low,1,0.6991617372898307,1,0
359,3500,30,32.1,10000,0.5,435,B,Conditionally approve,0,Clean,1,0.7488240731137845,1,0
360,1000,30,47.2,10000,0.55,398,C,Requires manual review,0,Clean,1,0.7831885859370518,1,0
361,3000,30,34.3,8800,0.3977272727272727,420,C,Requires manual review,0,Clean,1,0.7796690233884072,1,0
362,3000,30,23.7,5200,0.7307692307692307,375,C,Requires manual review,0,Clean,1,0.7607065288028562,1,0
363,1000,18,22.1,6000,0.6666666666666666,364,D,Reject,0,Clean,1,0.7246338169572443,0,0
364,2000,14,29.4,15000,0.3333333333333333,413,C,Requires manual review,3,Medium,0,0.5149362519681752,0,0
365,1500,30,32.0,10000,0.55,404,C,Requires manual review,0,Clean,1,0.7545700273568249,1,0
366,2500,30,26.5,7000,0.2857142857142857,432,B,Conditionally approve,0,Clean,1,0.7545344511796789,1,0
367,300,12,30.5,19000,0.3157894736842105,441,B,Conditionally approve,0,Clean,1,0.7545346749872333,1,0
368,4000,30,32.8,13000,0.38461538461538464,427,C,Requires manual review,1,Low,1,0.627579265605572,0,0
369,4000,19,26.6,5000,0.6,379,C,Requires manual review,0,Clean,1,0.7754092676700663,1,0
370,1500,20,26.1,8000,0.25,435,B,Conditionally approve,0,Clean,1,0.7568444708519894,1,0
371,3000,14,35.6,15000,0.7333333333333333,413,C,Requires manual review,0,Clean,1,0.7810548168251816,1,0
372,3000,15,24.7,9000,0.2222222222222222,424,C,Requires manual review,0,Clean,1,0.7274588871799643,1,0
373,1000,15,35.4,15000,0.6333333333333333,419,C,Requires manual review,0,Clean,1,0.7545204872462162,1,0
374,2500,7,32.7,15000,0.8,384,C,Requires manual review,0,Clean,1,0.7546017134722196,1,0
375,3000,16,31.9,55000,0.7272727272727273,353,D,Reject,5,Medium,1,0.7545149965228803,1,0
376,1200,30,22.0,6500,0.6153846153846154,359,D,Reject,0,Clean,1,0.7545754150446343,1,0
377,2500,30,27.0,8000,0.1875,419,C,Requires manual review,0,Clean,1,0.7385650761184649,0,0
378,1000,30,26.7,10000,0.7,412,C,Requires manual review,0,Clean,1,0.7715911450617609,1,0
379,1700,12,26.2,10000,0.5,412,C,Requires manual review,0,Clean,1,0.754531883928069,1,0
380,1000,30,24.3,11000,0.7727272727272727,365,D,Reject,0,Clean,1,0.7586132085325822,1,0
381,900,20,20.6,3500,0.42857142857142855,352,D,Reject,0,Clean,1,0.6569774034988705,0,0
382,1150,30,28.6,16800,0.2976190476190476,455,B,Conditionally approve,0,Clean,1,0.6812302629072896,0,0
383,2000,30,34.0,11000,0.4090909090909091,402,C,Requires manual review,0,Clean,1,0.7511247154483206,1,0
384,500,14,31.4,8200,0.36585365853658536,420,C,Requires manual review,0,Clean,1,0.7054718804875111,1,0
385,1000,15,41.8,15000,0.3333333333333333,393,C,Requires manual review,2,Low,1,0.7168282793988502,0,0
386,3500,20,35.6,19800,0.40404040404040403,435,B,Conditionally approve,0,Clean,1,0.706712465882256,0,0
387,3500,30,28.3,7500,0.4,410,C,Requires manual review,0,Clean,1,0.7855997854108034,1,0
388,1000,16,23.2,6000,0.25,397,C,Requires manual review,0,Clean,1,0.7595400571397456,0,0
389,1000,14,31.4,11200,0.10714285714285714,431,B,Conditionally approve,0,Clean,1,0.787425314949624,1,0
390,1000,3,20.5,4500,0.2222222222222222,355,D,Reject,3,Medium,1,0.6452884378321561,0,0
391,1500,30,20.4,15000,0.9002666666666667,344,D,Reject,3,Medium,1,0.7545358153954583,1,0
392,2000,30,25.3,21000,0.7880952380952381,390,C,Requires manual review,0,Clean,1,0.7545335895403257,1,0
393,1800,26,21.9,3500,1.0,333,D,Reject,0,Clean,1,0.757399373891059,0,0
394,3000,30,23.6,8000,0.25,412,C,Requires manual review,0,Clean,1,0.7439166672234573,1,0
395,1000,30,22.3,8000,0.375,392,C,Requires manual review,0,Clean,1,0.7167315412181896,0,0
396,1000,15,28.4,14000,0.2571428571428571,432,B,Conditionally approve,0,Clean,1,0.7710861299639116,0,0
397,2500,17,30.0,10000,0.5,417,C,Requires manual review,0,Clean,1,0.7327895134111958,0,0
398,1000,30,20.4,9000,0.8404444444444444,368,D,Reject,0,Clean,1,0.7446347538719726,1,0
399,1500,29,35.4,15000,0.31333333333333335,435,B,Conditionally approve,0,Clean,1,0.6480689258404367,0,0
400,3000,30,42.9,3000,0.3333333333333333,382,C,Requires manual review,0,Clean,1,0.7632206898857251,1,0
401,1500,16,26.7,10000,0.55,394,C,Requires manual review,0,Clean,1,0.7650455316917834,1,0
402,5000,5,35.4,16000,0.64,441,B,Conditionally approve,0,Clean,0,0.5098684284097402,0,0
403,550,30,27.2,4500,0.4444444444444444,386,C,Requires manual review,0,Clean,1,0.7775029655793312,1,0
404,4000,15,24.9,10200,0.6862745098039216,405,C,Requires manual review,0,Clean,1,0.6952661227542637,0,0
405,3000,30,33.5,8000,0.5625,408,C,Requires manual review,0,Clean,1,0.7545657928808449,1,0
406,1500,30,31.5,10000,0.5325,399,C,Requires manual review,0,Clean,1,0.746927092238193,1,0
407,3500,30,23.6,15000,0.5333333333333333,410,C,Requires manual review,0,Clean,1,0.7394399763159181,0,0
408,1000,30,51.1,2000,5.3,294,HR,Reject,4,Medium,1,0.7544603211138432,1,0
409,1000,3,36.5,8000,0.8125,409,C,Requires manual review,0,Clean,1,0.6166299973824034,0,0
410,1800,30,33.2,10000,0.5,404,C,Requires manual review,3,Medium,1,0.7170105090302231,0,0
411,1500,30,23.4,9500,0.42105263157894735,397,C,Requires manual review,0,Clean,1,0.7414999123635398,1,0
412,3000,30,27.8,15000,0.36666666666666664,437,B,Conditionally approve,0,Clean,1,0.6280809381769037,0,0
413,1000,28,21.3,5000,0.2,379,C,Requires manual review,0,Clean,1,0.7591935736344202,1,0
414,1000,30,23.9,1000,4.5,270,HR,Reject,4,Medium,1,0.7545042825128089,1,0
415,3050,8,31.6,37000,0.08108108108108109,415,C,Requires manual review,2,Low,1,0.6566907377920141,0,0
416,3000,26,26.3,3500,1.0,359,D,Reject,0,Clean,1,0.7544975518750486,1,0
417,500,30,32.3,3100,10.0,317,D,Reject,4,Medium,1,0.7419884922676626,1,1
418,2000,13,28.5,1100,1.8181818181818181,313,D,Reject,6,Critical,1,0.6402388208625327,0,0
419,1000,30,31.7,7000,0.42857142857142855,410,C,Requires manual review,0,Clean,1,0.7917782409790166,1,0
420,1500,15,31.4,18000,0.5833333333333334,417,C,Requires manual review,0,Clean,1,0.7161808801988325,0,0
421,2500,30,40.4,9000,0.6666666666666666,383,C,Requires manual review,0,Clean,1,0.7902068734563931,1,0
422,1000,15,43.0,10000,0.7,400,C,Requires manual review,1,Low,1,0.754566898863649,1,0
423,3500,30,29.9,11000,0.7727272727272727,395,C,Requires manual review,0,Clean,1,0.760211514527236,1,0
424,3500,30,27.8,15700,0.5095541401273885,393,C,Requires manual review,1,Low,1,0.7545662815290776,1,0
425,600,7,50.6,5880,0.9455782312925171,364,D,Reject,0,Clean,1,0.7101905558852648,0,0
426,1000,17,31.7,9720,0.51440329218107,395,C,Requires manual review,0,Clean,1,0.7371365605343221,1,0
427,800,11,24.1,8000,0.4625,387,C,Requires manual review,0,Clean,1,0.7737293886784476,1,0
428,1400,20,37.4,8500,0.47058823529411764,422,C,Requires manual review,0,Clean,1,0.7535990314382199,0,0
429,4000,30,41.4,7300,0.3424657534246575,415,C,Requires manual review,0,Clean,1,0.7330582376023079,1,0
430,4000,10,53.4,13000,0.46153846153846156,419,C,Requires manual review,0,Clean,1,0.714704412487826,1,0
431,2500,30,26.3,13000,0.6153846153846154,425,C,Requires manual review,0,Clean,1,0.7246656463288439,1,0
432,5000,30,37.1,10000,0.35,433,B,Conditionally approve,0,Clean,1,0.7545413111592337,1,0
433,6000,30,32.3,10000,0.8,393,C,Requires manual review,0,Clean,1,0.773019585906573,1,0
434,8000,15,45.8,18300,0.5901639344262295,399,C,Requires manual review,1,Low,1,0.7545211897025008,1,0
435,1000,9,38.9,8000,0.5625,382,C,Requires manual review,3,Medium,0,0.4685613287779501,0,0
436,1000,5,20.4,10000,0.6,349,D,Reject,3,Medium,1,0.6343040894952695,0,0
437,3300,30,27.5,8000,0.625,412,C,Requires manual review,0,Clean,1,0.7629110101442736,1,0
438,1000,30,39.7,12000,1.0,395,C,Requires manual review,0,Clean,1,0.7545682917962818,1,0
439,1000,30,37.8,20000,0.35,395,C,Requires manual review,0,Clean,1,0.7545034551241101,1,0
440,1000,29,30.3,7000,0.5714285714285714,406,C,Requires manual review,0,Clean,1,0.7681134960551371,1,0
441,1500,30,22.3,9000,0.3333333333333333,397,C,Requires manual review,0,Clean,1,0.7220610368428495,1,0
442,3500,26,28.3,16000,0.53125,399,C,Requires manual review,0,Clean,1,0.754505430478615,1,0
443,650,17,26.5,10500,0.47619047619047616,420,C,Requires manual review,0,Clean,1,0.7545579887404525,1,0
444,1800,30,30.8,9000,0.2777777777777778,431,B,Conditionally approve,0,Clean,1,0.7661582559060544,1,0
445,2500,30,26.7,7000,0.42857142857142855,418,C,Requires manual review,0,Clean,1,0.7545694277359374,1,0
446,1000,3,27.6,34000,0.29411764705882354,415,C,Requires manual review,2,Low,1,0.7545326596533981,1,0
447,1000,30,28.4,9000,0.2111111111111111,439,B,Conditionally approve,0,Clean,1,0.7751538956685097,1,0
448,1050,15,25.5,6000,1.8333333333333333,325,D,Reject,4,Medium,0,0.5160222105881004,0,0
449,500,30,24.2,7000,0.5714285714285714,372,C,Requires manual review,0,Clean,1,0.7545568006317727,1,0
450,5000,17,57.4,8000,0.75,367,D,Reject,1,Low,1,0.7471814023421696,1,0
451,1000,30,34.1,25000,0.32,410,C,Requires manual review,0,Clean,1,0.719805286873956,0,0
452,600,30,35.9,10000,0.8,393,C,Requires manual review,0,Clean,1,0.771604869364567,1,0
453,3500,29,22.4,8000,0.75,379,C,Requires manual review,0,Clean,1,0.7562812186444049,1,0
454,1500,20,36.4,15000,0.5,434,B,Conditionally approve,0,Clean,1,0.7493831699009548,1,0
455,3800,30,49.8,9000,0.5555555555555556,433,B,Conditionally approve,0,Clean,1,0.7545523267755985,1,0
456,1000,18,30.3,9100,0.6153846153846154,379,C,Requires manual review,2,Low,1,0.75882533070367,1,0
457,1600,30,29.6,18000,0.2222222222222222,444,B,Conditionally approve,0,Clean,1,0.7242044617612563,0,0
458,1050,14,22.9,8000,1.0625,345,D,Reject,0,Clean,1,0.7659764375797511,1,0
459,1500,3,35.3,9200,0.21739130434782608,429,C,Requires manual review,0,Clean,1,0.7760371487972921,1,0
460,4000,30,42.8,8500,0.6470588235294118,400,C,Requires manual review,0,Clean,1,0.7646255047096362,1,0
461,3500,26,29.2,7000,0.6,388,C,Requires manual review,0,Clean,1,0.7704454188258906,1,0
462,2000,7,31.9,14000,0.2857142857142857,455,B,Conditionally approve,0,Clean,1,0.7433446400312369,1,0
463,1500,30,33.2,7500,1.0666666666666667,367,D,Reject,2,Low,1,0.7083198308564282,1,0
464,4000,30,25.2,38000,1.0526315789473684,348,D,Reject,2,Low,0,0.5176309752080509,0,0
465,2000,30,30.1,9000,0.16666666666666666,435,B,Conditionally approve,0,Clean,1,0.7552509925875557,1,0
466,3000,30,32.8,10000,1.043,372,C,Requires manual review,0,Clean,1,0.7671505373766436,1,0
467,1000,30,25.0,9000,0.7222222222222222,378,C,Requires manual review,0,Clean,1,0.7545252260992372,1,0
468,800,15,38.3,14000,0.7142857142857143,395,C,Requires manual review,0,Clean,1,0.7531151320017692,1,0
469,1600,7,33.4,85000,0.7647058823529411,372,C,Requires manual review,5,Medium,1,0.7545896605354622,1,0
470,1000,8,28.4,10000,0.35,424,C,Requires manual review,0,Clean,1,0.6878507990715397,1,0
471,1500,30,24.6,4500,0.4,375,C,Requires manual review,0,Clean,1,0.7485868181051897,1,0
472,2500,30,29.4,6900,0.17028985507246377,405,C,Requires manual review,0,Clean,1,0.771709953153399,1,0
473,1400,12,20.9,3500,0.6142857142857143,336,D,Reject,0,Clean,1,0.686036110177617,1,0
474,500,30,29.4,15000,0.5333333333333333,409,C,Requires manual review,0,Clean,1,0.7630279256208231,1,0
475,8000,21,26.5,9000,0.8888888888888888,373,C,Requires manual review,1,Low,1,0.7382862958386807,0,0
476,8000,30,32.9,5000,0.4,378,C,Requires manual review,1,Low,1,0.7551793255316421,1,0
477,8000,3,22.3,15000,0.30433333333333334,390,C,Requires manual review,1,Low,1,0.6967408896552416,1,0
478,4000,30,32.6,12000,0.25,444,B,Conditionally approve,0,Clean,1,0.7501542332460586,1,0
479,3000,30,28.5,15000,0.4,405,C,Requires manual review,0,Clean,1,0.7043660192293794,0,0
480,1000,24,24.0,10000,0.65,355,D,Reject,3,Medium,1,0.5993206651950349,0,0
481,1000,19,22.6,7500,0.30666666666666664,377,C,Requires manual review,0,Clean,1,0.7492547562092517,1,0
482,1500,30,24.3,6000,0.5833333333333334,381,C,Requires manual review,0,Clean,1,0.7686116587336269,1,0
483,2500,14,24.2,7500,0.3333333333333333,353,D,Reject,3,Medium,0,0.4436624507026874,0,0
484,3000,30,36.7,8000,1.0,380,C,Requires manual review,0,Clean,1,0.7545163115101646,1,0
485,1500,30,35.5,8000,0.4525,400,C,Requires manual review,0,Clean,1,0.7189074590548729,0,0
486,4000,8,20.7,5000,0.6,345,D,Reject,0,Clean,0,0.48163769396753875,0,0
487,1500,30,31.3,7000,0.21428571428571427,394,C,Requires manual review,0,Clean,1,0.729069994205073,1,0
488,500,20,28.2,12000,1.0,397,C,Requires manual review,0,Clean,1,0.7761429820503677,1,0
489,1500,30,25.1,15000,0.4,385,C,Requires manual review,0,Clean,1,0.7108879492684715,0,0
490,3000,7,34.8,10000,0.8,423,C,Requires manual review,0,Clean,1,0.7294787576198697,1,0
491,4500,30,40.5,12000,0.125,377,C,Requires manual review,3,Medium,1,0.7519754652450973,1,0
492,1000,30,27.9,10000,0.3,417,C,Requires manual review,0,Clean,1,0.7596242404675981,1,0
493,1000,8,23.0,6500,0.6923076923076923,388,C,Requires manual review,0,Clean,1,0.7545788678724245,1,0
494,2000,20,30.5,11800,0.3050847457627119,429,C,Requires manual review,0,Clean,1,0.7310909618445809,1,0
495,1000,15,54.1,12000,0.5,427,C,Requires manual review,0,Clean,1,0.7545461993504097,1,0
496,500,3,23.8,15000,0.3333333333333333,377,C,Requires manual review,1,Low,1,0.6868316845234723,1,0
497,2500,30,24.7,8000,0.4125,373,C,Requires manual review,0,Clean,1,0.7545693370439298,1,0
498,1050,14,32.0,15000,0.4666666666666667,397,C,Requires manual review,0,Clean,1,0.701217582299666,0,0
499,1300,4,27.9,12000,0.8333333333333334,397,C,Requires manual review,0,Clean,1,0.7544998415406654,1,0
