date,USD,EUR,GBP,USD_ret,USD_vol5,USD_ma20,USD_rsi,EUR_ret,EUR_vol5,EUR_ma20,EUR_rsi,GBP_ret,GBP_vol5,GBP_ma20,GBP_rsi
2024-05-04,39.5345,42.3098,49.4695,0.0,0.0,39.5345,99.00990099009901,0.0,0.0,42.3098,99.00990099009901,0.0,0.0,49.4695,99.00990099009901
2024-05-05,39.5345,42.3098,49.4695,0.0,0.0,39.5345,99.00990099009901,0.0,0.0,42.3098,99.00990099009901,0.0,0.0,49.4695,99.00990099009901
2024-05-06,39.3969,42.3359,49.4628,-0.003480504369601234,0.0,39.3969,0.0,0.0006168783591509186,0.0,42.3359,99.00990099009901,-0.00013543698642592972,0.0,49.4628,0.0
2024-05-07,39.3561,42.3983,49.4982,-0.001035614477281288,0.0,39.3561,0.0,0.001473926383990909,0.0,42.3983,99.00990099009901,0.0007156893665540842,0.0,49.4982,85.90842224206312
2024-05-08,39.2966,42.3087,49.2937,-0.0015118367927716703,0.10723302662892756,39.2966,0.0,-0.002113292278228096,0.03852992343620668,42.3087,45.126281981302725,-0.004131463366344512,0.08222428473389125,49.2937,12.772027519812013
2024-05-09,39.3828,42.3168,49.1694,0.0021935739987684055,0.08774301681615662,39.3828,33.41285903549796,0.0001914499854640539,0.03761522298219144,42.3168,48.097131119782496,-0.00252162040991033,0.14197639592552228,49.1694,7.997173851846355
2024-05-10,39.5518,42.4312,49.327,0.004291213423118556,0.09475960637318198,39.5518,62.07717798328288,0.0027034180278280306,0.05384818474191629,42.4312,72.42549440254957,0.00320524553889201,0.13323089731740692,49.327,40.5256109079729
2024-05-11,39.5518,42.4312,49.327,0.0,0.11740030664355498,39.5518,62.077177800832644,0.0,0.06045165837261525,42.4312,72.4254940601487,0.0,0.11745049169757406,49.327,40.52561080307102
2024-05-12,39.5518,42.4312,49.327,0.0,0.12010298913849249,39.5518,62.07717759031315,0.0,0.06494091160431398,42.4312,72.42549366507075,0.0,0.06829730594981889,49.327,40.52561068203038
2024-05-13,39.7206,42.8148,49.7501,0.004267820933560484,0.11943034790203008,39.7206,77.16197017521608,0.009040517355153765,0.19088124056595848,42.8148,91.92416798799658,0.008577452510795336,0.21780342054247284,49.7501,75.80490491923334
2024-05-14,39.6196,42.7495,49.7107,-0.002542761186890452,0.07398372794067683,39.6196,60.537133414036276,-0.0015251735381223153,0.1936047055213267,42.7495,80.7136240252198,-0.0007919582071191922,0.22138995686344642,49.7107,71.26283212610487
2024-05-15,39.6799,42.8305,49.8102,0.0015219739724783299,0.07566153580254695,39.6799,65.6373084640959,0.0018947590030293782,0.20333227240160445,42.8305,83.57975662341187,0.0020015811485254442,0.2381709155207569,49.8102,75.5344006978986
2024-05-16,39.5771,42.8501,49.9067,-0.002590732335514989,0.0702139231207031,39.5771,52.3329144255585,0.00045761781907738275,0.17409821078920146,42.8501,84.23392291077305,0.0019373541965299612,0.22170814824897844,49.9067,79.02360502711994
2024-05-17,39.4305,42.8452,49.9013,-0.0037041622554456755,0.11226501235914992,39.4305,39.24393819124832,-0.0001143521251991686,0.0407092986920937,42.8452,83.27690239375147,-0.00010820190475435698,0.08798710132733122,49.9013,78.3025623580423
2024-05-18,39.4305,42.8452,49.9013,0.0,0.11289633297853736,39.4305,39.24393811399498,0.0,0.04234542478240287,42.8452,83.27690217095386,0.0,0.08571521451868877,49.9013,78.30256220537916
2024-05-19,39.4305,42.8452,49.9013,0.0,0.1143773578991977,39.4305,39.243938024856504,0.0,0.007431217935322951,42.8452,83.2769019138797,0.0,0.04141096473137893,49.9013,78.30256202922939
2024-05-20,39.4272,42.7549,49.8951,-8.369155856513544e-05,0.06594594756314595,39.4272,38.907436380770065,-0.0021075873143315826,0.04098618059788243,42.7549,63.01029519437981,-0.00012424526014354065,0.00410706707796202,49.8951,77.06237227425066
2024-05-21,39.665,43.0802,50.3587,0.006031369207044834,0.1052502399047201,39.665,64.33492378808907,0.007608484641526525,0.12164648782435782,43.0802,81.6116260168927,0.009291493553475139,0.20526623687293985,50.3587,90.30738906590271
2024-05-22,39.8052,43.2643,50.6322,0.0035346022942139843,0.17462693663922996,39.8052,72.20481501877816,0.00427342491446181,0.20943364820391253,43.2643,86.15732594634694,0.005431037735287081,0.3405862328397449,50.6322,93.04224718687159
2024-05-23,39.825,43.1106,50.6036,0.0004974224473184297,0.19421086993266387,39.538395,73.16957258645724,-0.0035525826143032457,0.2073321803290531,42.663169999999994,69.58630669845067,-0.0005648579362539374,0.36280181504501846,49.735765,89.97893329725852
2024-05-24,39.9205,43.3137,50.8587,0.0023979912115503765,0.19162009811082445,39.557695,77.51328253768492,0.004711138327928577,0.2191735910186188,42.713364999999996,76.48277859983008,0.005041143317866759,0.3667910208823907,49.80522499999999,92.51515151775571
2024-05-25,39.9205,43.3137,50.8587,0.0,0.10512784122201765,39.576995,77.51328238606581,0.0,0.1128860265931744,42.76356,76.48277850130214,0.0,0.20836899241473947,49.874685,92.51515141184912
2024-05-26,39.9205,43.3137,50.8587,0.0,0.05815284171906051,39.603175,77.51328221112071,0.0,0.08794702951205448,42.81245,76.48277838761604,0.0,0.13227863395093803,49.94448,92.5151512896492
2024-05-27,40.1153,43.491,51.0186,0.004879698400571231,0.10617814276018811,39.641135,85.0814313626185,0.004093393083481667,0.13467718069514692,42.867084999999996,81.9665480148912,0.0031440048605253512,0.14902299486965237,50.0205,93.98178608165105
2024-05-28,40.3012,43.759,51.3921,0.004634142085438775,0.1707626130041523,39.691365000000005,89.11527735093202,0.006162194477018268,0.1950648789505436,42.9396,87.18025430934654,0.007320859451259043,0.2312739674064251,50.12542,96.06167632397886
2024-05-29,40.3958,43.9708,51.6501,0.002347324645419979,0.21676801655227898,39.742015,90.60660883475039,0.004840147169725029,0.28895560731708686,43.0223,89.85488452596768,0.005020226844203668,0.3519697117649444,50.249455,96.91221923017176
2024-05-31,40.5001,43.8171,51.4756,0.002581951589026632,0.23080562601464666,39.78943,92.00086046267971,-0.003495501560126124,0.2641165594959627,43.091595,76.49210548521135,-0.0033785026553675435,0.3292486249020474,50.356885,82.9342957897907
2024-06-01,40.5001,43.8171,51.4756,0.0,0.16112257756135884,39.836845,92.00086031161108,0.0,0.1751531187275319,43.160889999999995,76.49210539981374,0.0,0.23424362317868824,50.464315,82.93429571069538
2024-06-02,40.5001,43.8171,51.4756,0.0,0.08951766864713227,39.88426,92.00086013730113,0.0,0.07932752989963907,43.23018499999999,76.49210530127802,0.0,0.09455990164902058,50.571745,82.93429561943155
2024-06-03,40.5373,43.985,51.531,0.0009185162505771505,0.053295984839567406,39.925095000000006,92.60246075615524,0.003831837342042066,0.08821676144574823,43.288695,81.18706774245749,0.0010762380623052792,0.07574398985972713,50.66079,84.05585763194418
2024-06-04,40.4813,43.8939,51.5286,-0.0013814437567377658,0.020430173763824243,39.968180000000004,81.90308630076795,-0.0020711606229395496,0.07435225618619126,43.345915000000005,72.1639932344932,-4.657390696860553e-05,0.029698686837501435,50.751684999999995,83.78062983324342
2024-06-05,40.2938,43.7671,51.4189,-0.004631768248549384,0.09648275493588773,39.998875,56.626568207651886,-0.0028887840907279028,0.08515725453522843,43.392745000000005,61.23423050530699,-0.0021289148162378924,0.04625600501418967,50.832119999999996,71.44311202632991
2024-06-06,40.1254,43.6083,51.2722,-0.004179303019323011,0.1742077122288668,40.02629,42.90476393855145,-0.003628296140251508,0.14155063405008217,43.430655,50.23887588129533,-0.0028530365293696347,0.10707711239978501,50.900394999999996,58.21518363163341
2024-06-07,40.1537,43.627,51.2763,0.0007052889192382672,0.18670419116884573,40.06245,45.467132246511,0.0004288174498892072,0.16430503035507527,43.469745,51.42403163984213,7.996536134591281e-05,0.12800869111071975,50.969145000000005,58.46319185969295
2024-06-08,40.1537,43.627,51.2763,0.0,0.1492784210795714,40.09861,45.46713216331532,0.0,0.12354951638912304,43.508835,51.42403156427069,0.0,0.11560918216078003,51.037895000000006,58.46319176203799
2024-06-09,40.1537,43.627,51.2763,0.0,0.06694970500314279,40.134769999999996,45.467132067320314,0.0,0.06524972796869849,43.547925,51.42403147707288,0.0,0.06425558341412448,51.106645,58.46319164935918
2024-06-10,40.2485,43.8709,51.5422,0.0023609281336465227,0.047179126740621975,40.175835,55.69834758010438,0.005590574644142254,0.11146063430641459,43.603725,67.11615635149684,0.00518563156858054,0.11938569009679052,51.189,73.89796600348872
2024-06-11,40.4246,43.4726,51.4039,0.004375318334844724,0.11792640925598148,40.213815,68.40406161902962,-0.00907891107773029,0.14293750382593684,43.623345,41.72061756183007,-0.0026832382009305267,0.11833862429437023,51.24126,60.4231643164754
2024-06-12,40.5178,43.4594,51.6116,0.0023055268326712675,0.1646367607796368,40.249445,73.11302716838458,-0.0003036395338672504,0.16597922159111228,43.6331,41.12556707220699,0.004040549452473563,0.1526276285600913,51.290229999999994,69.925835194525
2024-06-13,40.4441,43.532,51.6026,-0.0018189536450646804,0.15092482565838092,40.2804,64.3608602198887,0.0016705246736032908,0.1691512695784241,43.65417000000001,46.01219546032371,-0.00017437940307996058,0.14425251124285432,51.34018,69.09634045217835
2024-06-14,40.6908,43.885,51.9459,0.006099777223377512,0.16024557092168037,40.318915,75.62884933998131,0.008108977304052134,0.21538554269028806,43.682735,63.164841159115284,0.006652765558324614,0.19957986621864954,51.394540000000006,79.69671857803931
2024-06-15,40.6908,43.885,51.9459,0.0,0.12996207908469978,40.35743,75.62884922814433,0.0,0.21915857272757927,43.7113,63.16484109351827,0.0,0.23763972100607336,51.4489,79.69671848615825
2024-06-16,40.6908,43.885,51.9459,0.0,0.11785613263644441,40.395945,75.62884909910164,0.0,0.21476776294403588,43.739865,63.1648410178294,0.0,0.1855956815225802,51.50326,79.69671838014165
2024-06-17,40.649,43.4782,51.6527,-0.0010272592330453634,0.10719337666115325,40.42263,69.87826224738234,-0.009269682123732359,0.20894738093593232,43.739225000000005,40.426742004107794,-0.005644333816528291,0.17521035928229262,51.534965,54.9619650309423
2024-06-18,40.6485,43.5366,51.4773,-1.2300425594746756e-05,0.023032411945356678,40.439994999999996,69.80500447267151,0.0013432018804826473,0.20784813686916997,43.728105000000006,43.77914335796752,-0.0033957566593808552,0.21764900183514127,51.539225,45.264864456798016
2024-06-19,40.5493,43.4486,51.3922,-0.002440434456375873,0.05783534386531994,40.44767,56.294632038536506,-0.0020212878359816555,0.2198474743998417,43.701995,39.877477478123964,-0.0016531558570476168,0.2578894336723518,51.526329999999994,41.19592022628379
2024-06-20,40.5381,43.5744,51.6111,-0.0002762069875436035,0.06755348251584742,40.44957,54.910148887294575,0.0028953752249785136,0.17497510680091613,43.689859999999996,47.58298068120979,0.004259401232093563,0.21185426122656684,51.533105,53.580585479508166
2024-06-21,40.5184,43.4276,51.3814,-0.00048596258828115246,0.06313424585768078,40.450485,52.299695493423016,-0.00336895057648523,0.06122590954813588,43.670384999999996,40.580189050751166,-0.00445059299259265,0.12431750882264365,51.528395,42.69369805108322
2024-06-22,40.5184,43.4276,51.3814,0.0,0.054171976150198815,40.4514,52.29969534779527,0.0,0.06809660784500979,43.650909999999996,40.580189003809835,0.0,0.09930074017787989,51.523685,42.69369800750726
2024-06-23,40.5184,43.4276,51.3814,0.0,0.014412043575339054,40.450455,52.29969517976325,0.0,0.06395285763746772,43.62304,40.58018894964675,0.0,0.10162514452573958,51.516205,42.69369795722731
2024-06-24,40.4478,43.2347,51.1462,-0.0017424182593587245,0.0348363603152958,40.44878,41.450940511492625,-0.004441875673534823,0.12076382736565044,43.59008,31.285868094713862,-0.0045775319473583265,0.16437387261935543,51.49708499999999,32.35334239202372
2024-06-25,40.5505,43.5188,51.3532,0.002539075054761808,0.03780978709298774,40.461615,56.571534511519594,0.00657111070505878,0.10423443768736557,43.577664999999996,50.53746869967201,0.004047221494460906,0.10275987543730761,51.4938,45.706907053138146
2024-06-26,40.6545,43.545,51.558,0.002564703271229707,0.0752210542336186,40.48807,66.63861958691044,0.0006020386591543136,0.12171823199504724,43.5745,51.96938256881787,0.003988066955905367,0.1464539108384831,51.50809,55.69178268055766
2024-06-27,40.5138,43.3133,51.2783,-0.003460871490240769,0.07554690595925778,40.506075,48.932142557541965,-0.005320932368813924,0.13269392224213386,43.558814999999996,40.11834796149127,-0.005424958299390936,0.15059801459477823,51.50819,43.17839285720059
2024-06-28,40.5374,43.3547,51.2433,0.000582517561916962,0.0748520874793546,40.525259999999996,51.42984909602,0.0009558265013287492,0.1339841968293357,43.5452,42.80723174186628,-0.0006825499285273429,0.15450425560447434,51.506539999999994,41.82161680826091
